state	value*	action*
6772 2333.02316121 3
6774 2004.94890959 5
6775 2019.73350717 3
6776 2215.56118912 3
6777 1774.89145772 1
6778 1400.57613340 3
6779 1538.05107119 2
6780 1507.35656871 2
6782 2545.98419490 4
6784 2468.94735830 4
6785 2479.04085324 2
6786 2285.77154516 2
6788 1837.60900364 3
6789 2150.79492777 4
6790 1795.66493969 1
6791 1758.71761448 3
6795 1624.76527991 4
6797 1463.19225801 3
6799 2279.76324570 4
6801 15.81131140 1
6804 33.32583521 1
6805 0.00000000 2
7005 9507.78587633 1
7008 9505.44885388 1
7020 8804.38457737 1
7028 8139.63397534 1
7029 8139.75113173 1
7030 8139.61187204 1
7037 7505.36766240 1
7038 7508.02889517 1
7040 7504.15658810 1
7041 7507.46387744 1
7042 7509.03883471 1
7047 6905.71241123 1
7048 6905.51146831 1
7049 6907.97600813 1
7050 6906.28755393 1
7052 6901.16593912 1
7058 7392.88127268 4
7059 7314.32265039 2
7060 7197.42365954 1
7061 6330.29910677 1
7062 6335.10591863 1
7063 6334.97770594 1
7064 6334.99248873 1
7068 7036.56651626 4
7070 6157.95742490 1
7071 6819.30085078 1
7074 6496.08194395 3
7075 6582.61684760 3
7077 6649.38042268 3
7082 6033.51470516 1
7084 6234.07164511 3
7085 5279.25182778 1
7087 6142.06877172 2
7088 6200.42467803 5
7089 6276.35119324 3
7091 5968.89629678 5
7093 5797.85431447 2
7094 5858.20736868 3
7100 5914.22846238 3
7103 5550.44230432 2
7105 5317.97435636 3
7106 5298.28005606 3
7107 4325.22546506 1
7110 5223.79403677 3
7111 4847.72187738 4
7114 4902.27953130 3
7115 5083.54459021 3
7116 4418.37584493 1
7117 4740.48473828 3
7118 4820.62711341 1
7119 4727.08848368 3
7120 4556.59013976 3
7121 4551.82316694 4
7122 4588.10404705 4
7123 4386.00827143 3
7124 4519.51136676 3
7125 4482.43432451 3
7126 4590.12371287 3
7130 4171.16716482 5
7131 4314.12952481 3
7132 3980.76342119 1
7135 3762.91175827 3
7138 3853.38743492 3
7140 3887.48027435 3
7141 3341.78189932 1
7142 3683.09123188 1
7143 3871.41904602 1
7145 3587.54119136 4
7146 3531.46441863 3
7149 3723.04455317 3
7150 3416.93732132 5
7151 3598.45993871 3
7152 3580.61212787 2
7154 3168.62678136 3
7155 3254.68096621 1
7157 3326.84951453 3
7158 3288.36786840 3
7160 3093.66768958 3
7161 3097.06164956 3
7162 3128.24484485 5
7163 3109.65008269 2
7164 3161.67485157 1
7166 2910.64943218 3
7167 3038.80478490 3
7170 3045.47398947 4
7173 2904.39554215 3
7174 2927.90443900 3
7175 2915.63678580 3
7177 2755.17441953 1
7179 2526.31571597 1
7180 2384.61910782 1
7183 2843.35165073 4
7185 2696.94196076 3
7186 2721.94196076 4
7187 2692.02775570 3
7188 2304.93207749 5
7189 2361.73577172 1
7191 2128.35852563 1
7192 2345.37723268 3
7193 2223.18599522 3
7194 2420.50593714 1
7195 2636.33527880 1
7198 2536.33018053 3
7200 2496.68296870 4
7204 2199.00638467 4
7205 2046.66635049 3
7206 1867.26619448 1
7207 2201.43832121 1
7208 2646.85749354 3
7209 2583.84883196 3
7210 2357.21345882 4
7211 2336.17494801 3
7212 2275.79346811 4
7213 2664.24527026 2
7214 2755.46035906 3
7215 2238.15831118 3
7217 2028.63597419 3
7218 1871.51191087 3
7220 1832.45954563 1
7221 2464.19453317 4
7222 2385.89305405 3
7223 2688.25670388 2
7224 2347.30717738 1
7225 2577.36953040 3
7226 2541.46812277 3
7228 1934.43397432 3
7230 2389.72063621 3
7233 2292.16628180 5
7235 2606.46261573 3
7236 2674.10210813 3
7237 2453.10487122 3
7238 2402.80697112 4
7240 2305.10870068 3
7241 1828.05347247 1
7242 2127.39854521 3
7243 2166.69305355 3
7244 1876.59791942 3
7247 1801.58896454 3
7248 1915.60182621 3
7249 2465.60599819 4
7250 2172.91260491 1
7251 2231.47592470 2
7252 2173.46572603 1
7253 2613.37589870 3
7254 2859.43605871 3
7255 2152.10294334 5
7256 1966.22704200 3
7257 2035.06054126 3
7258 1996.01301892 3
7259 2039.71292379 4
7260 1726.21910991 1
7261 1720.64184295 2
7264 680.52027014 1
7265 2842.13499635 3
7266 2847.45552659 3
7268 2855.15285976 3
7272 1943.03186255 1
7273 1798.33448100 1
7274 1991.96323556 4
7275 1606.35786093 3
7284 0.00000000 2
7285 2484.41166510 2
7286 2290.12109055 3
7288 1772.50357844 3
7289 2070.76690851 3
7292 1209.16262294 4
7293 1179.91213170 4
7295 1524.76527993 2
7300 910.81862794 4
7302 1609.25190167 3
7304 1068.80323944 2
7306 783.19426446 2
7308 1215.93999777 5
7311 1271.82044403 4
7314 878.91302683 4
7507 9505.44885392 1
7516 8805.88233570 1
7517 8806.05881680 1
7518 8806.36834107 1
7525 8138.73547222 1
7526 8140.45079175 1
7528 8137.92856959 1
7529 8139.76359797 1
7530 8141.26972391 1
7535 8271.19233208 3
7536 7507.85963939 1
7537 7508.59598842 1
7538 7507.97862250 1
7540 7504.15616938 1
7546 7808.98269291 4
7549 6903.39868097 1
7550 6906.56224076 1
7551 6904.44153008 1
7559 7421.57607666 4
7562 6874.41691193 2
7563 6974.41568328 4
7565 6972.60604006 3
7566 6866.52320527 3
7567 6781.11891598 5
7569 6158.81878480 1
7572 5794.32530143 1
7573 5794.93112287 1
7574 6581.28892466 3
7576 6501.99417546 5
7577 6671.39674226 4
7579 6114.29863787 4
7581 6230.26987571 3
7582 6210.21036918 4
7587 6235.06697819 4
7588 6255.40481657 3
7590 5967.54399618 3
7593 5627.71530949 4
7594 5454.03082389 1
7595 4811.66733666 1
7596 5558.55260940 3
7598 5559.77159241 3
7599 5582.23561349 3
7600 5555.09918661 3
7603 5398.96682056 3
7604 4899.91876631 1
7605 5117.97432014 1
7606 5035.21452998 5
7607 5024.52992835 3
7608 4837.64507142 3
7609 4822.79394027 5
7610 4856.14919544 4
7611 4790.11713883 3
7613 4788.44787937 3
7614 4916.83000333 3
7618 4520.35830499 1
7619 4570.07762870 3
7620 4257.17199350 1
7623 4009.98902076 3
7626 4096.06885560 3
7627 3917.17448798 1
7628 4123.28664158 3
7629 3758.26065672 1
7630 4052.59109609 1
7633 3800.85085020 4
7634 3773.22057065 3
7636 3935.23033265 3
7637 3952.23446028 3
7638 3586.88511140 3
7639 3405.21428418 1
7642 3442.34562825 3
7643 3447.69561354 3
7645 3561.46882803 3
7646 0.00000000 1
7648 3314.96144691 3
7649 3317.68695888 3
7650 3352.73343455 3
7651 2986.65604861 1
7652 2788.14516860 4
7653 2858.66417483 3
7654 2858.66449583 3
7655 2104.13016891 3
7656 1876.46308825 3
7657 3251.84834153 2
7658 0.00000000 1
7660 2703.66775610 1
7661 2638.47637778 5
7662 2920.28186850 1
7663 2706.03772314 2
7664 2782.46431934 5
7665 2611.13619596 3
7666 2611.14033856 3
7667 1794.06592059 3
7668 1303.03161404 3
7670 0.00000000 1
7672 2304.97206356 1
7673 2368.31645413 2
7675 2503.72096574 3
7676 2565.86849663 4
7677 2456.13371227 2
7678 2425.78625197 3
7679 1515.22197869 3
7680 1263.61772169 2
7682 0.00000000 1
7683 0.00000000 1
7684 1914.39148651 1
7687 2097.88945583 5
7688 2498.84263598 1
7689 2179.73970394 3
7690 2185.32024559 3
7691 2167.08511168 3
7692 1057.37941285 3
7695 0.00000000 1
7696 0.00000000 1
7697 1602.19278764 5
7699 2471.68296871 3
7700 2074.91066194 1
7701 1978.63671623 1
7702 1915.20810356 5
7703 1891.49016735 3
7704 2170.77283038 3
7705 2041.62178886 3
7707 0.00000000 1
7709 1482.65682754 5
7710 2258.69237059 2
7711 2252.04358022 4
7713 2275.79346811 4
7714 1798.14742134 3
7715 1601.41604010 3
7716 1851.15755726 3
7717 1959.17040588 3
7718 1591.90296223 1
7719 1847.64436626 1
7720 1989.07734766 1
7721 2457.72050765 3
7722 2185.89305409 1
7723 2190.17899303 3
7725 2265.89004008 3
7726 2408.76886274 2
7729 1860.53321774 3
7730 1697.20199775 3
7732 1457.49459236 1
7733 2267.99490632 3
7734 2195.72873326 3
7735 2284.89467303 1
7736 2498.90737406 4
7737 2379.84983152 3
7738 2400.86089548 3
7739 2374.22776771 3
7740 1623.50371341 3
7742 2166.95586592 3
7743 2181.15791438 3
7745 2135.81228216 4
7746 2134.11708016 5
7748 2459.91225125 3
7749 2463.21784503 3
7750 2378.98543296 3
7752 2373.46570467 3
7753 2056.28678472 2
7755 1954.48826868 4
7759 1474.77506964 3
7760 1395.33250974 1
7761 2032.61090767 3
7762 1639.03889183 4
7765 2346.40178258 3
7766 2644.20064193 3
7767 2638.29269171 3
7768 1990.62815348 4
7769 1656.62376737 3
7770 1818.81339863 4
7771 1804.37757659 4
7772 1791.86367395 3
7773 1466.48289736 5
7774 1576.98061849 1
7776 1257.81360337 1
7777 112.57974282 1
7779 1510.68260644 3
7781 2662.19616565 3
7782 2598.89731825 4
7783 2482.20912206 5
7785 2016.19805943 3
7787 1694.08523650 4
7788 1619.40456475 2
7789 1881.30578896 3
7796 2210.58396526 5
7797 2183.10495897 5
7798 2230.11046162 4
7799 1991.66571454 3
7801 1519.29208610 5
7802 1845.74065346 4
7804 1392.93854483 3
7808 1275.79714526 3
7812 1974.02618733 5
7813 627.88519486 5
7816 0.00000000 2
7817 810.12542467 5
7821 885.26600397 5
8005 9507.04279779 1
8006 9507.67072770 1
8013 8804.90494429 1
8014 8806.21422185 1
8017 8805.28835385 1
8018 8806.79827928 1
8024 8735.11185838 4
8025 8140.93693886 1
8026 8140.74723564 1
8029 8137.92851539 1
8034 8268.77698449 5
8035 7507.99212658 1
8037 7505.66566202 1
8038 7507.33517781 1
8039 7506.36352596 1
8047 7783.98360295 3
8048 7816.64630613 4
8051 6906.83718220 1
8052 6906.94856694 1
8053 7370.93477553 4
8056 7415.94714123 3
8057 6723.93798366 1
8058 6722.89128165 1
8061 6337.07086236 1
8062 6508.34952995 1
8063 6960.97791928 4
8065 7030.26977800 3
8069 6051.10021545 1
8070 6601.59253583 3
8072 6603.52950308 3
8073 6706.51114109 3
8076 6566.66447415 2
8077 6628.24336882 3
8079 6320.75231853 3
8081 5931.94861172 3
8082 5995.78394693 5
8083 5316.01107929 1
8084 5899.61654931 3
8087 5926.09184865 3
8088 5898.43327744 3
8091 5812.53400746 2
8092 5404.66763073 1
8093 5631.02891574 4
8094 5606.63688283 3
8096 5331.13872807 3
8097 5169.76814316 1
8099 5119.38474780 3
8102 5218.77969142 3
8106 5034.12273346 3
8107 4839.27586760 3
8108 4766.43506481 3
8109 4747.79394029 2
8111 4695.99326858 3
8114 3851.51782353 5
8115 4365.13077454 3
8116 4369.54839575 3
8117 4194.96490822 1
8118 4434.65455796 3
8121 4026.22097450 3
8122 4017.85525713 3
8124 4185.96431507 3
8125 4188.30308626 3
8126 3924.03372319 3
8127 3724.03372323 1
8130 3707.71665479 3
8131 3711.45149540 3
8132 2531.98742444 4
8134 0.00000000 1
8136 3541.56953630 3
8137 3543.71097848 3
8138 3675.45361382 3
8139 2654.54384414 5
8141 2978.53987091 3
8142 3087.23150800 1
8143 2328.04002518 4
8144 2169.95210689 4
8145 0.00000000 1
8148 3114.96144695 1
8149 2819.14500763 3
8151 2488.86968578 4
8152 2750.64769266 3
8153 2967.03542961 2
8154 2646.36381304 1
8155 0.00000000 1
8156 771.06702115 2
8160 0.00000000 1
8161 1933.22677242 3
8162 2154.25736891 3
8163 2491.33327725 3
8164 2687.98576945 2
8166 0.00000000 1
8167 0.00000000 1
8168 845.89695893 4
8169 0.00000000 1
8171 0.00000000 1
8173 1880.16774564 3
8174 1944.78980429 3
8175 2300.35472282 3
8176 2245.96176908 1
8177 2148.90228823 1
8178 0.00000000 1
8179 680.29550640 3
8180 680.29550640 3
8181 0.00000000 1
8184 1403.53368077 5
8185 1783.64525813 4
8186 1897.88945587 1
8187 2136.30012193 3
8188 1792.25169209 1
8189 2249.54652277 2
8190 2157.60672481 2
8191 523.02495612 4
8192 498.02495613 3
8193 0.00000000 1
8196 1525.83522099 1
8197 1676.27081767 4
8198 1710.55937049 3
8199 1974.73163393 3
8200 2199.91066192 2
8201 1906.42837226 2
8202 1926.51832216 4
8203 408.07003824 3
8204 748.85708692 2
8205 785.66267098 3
8207 1376.33228123 4
8208 1519.67397246 4
8209 1531.61621254 3
8210 1667.36535516 3
8211 2027.04358027 1
8212 1965.38945440 3
8213 1602.46252677 1
8214 1683.16339663 3
8215 1626.41671082 4
8216 1825.61357680 1
8219 1169.79277033 5
8220 1345.17414567 4
8221 1308.16285401 4
8224 1914.61478019 2
8226 1584.32782356 3
8227 1327.52926600 5
8228 1700.41133547 3
8229 1825.79081817 3
8231 1490.40476557 1
8232 1659.82757183 1
8233 2187.22989349 2
8234 1805.72888558 1
8235 2030.20072682 3
8236 1639.69535138 5
8237 2082.44886575 3
8238 2266.26160080 4
8241 1690.01607079 3
8242 1520.61721214 3
8245 2075.76849266 3
8246 2005.46919888 3
8247 2104.41361836 4
8248 2204.21363598 2
8250 2197.89981018 3
8253 2127.46979308 3
8255 1892.07115269 3
8256 1750.26229517 1
8257 1970.95734114 4
8258 1976.60449976 4
8260 2287.58076970 3
8261 2282.60393870 3
8262 2190.63685838 3
8263 2190.48424608 3
8264 2100.58510610 3
8265 1710.59195739 1
8266 2368.66284682 3
8268 1765.62815352 1
8269 1753.52253146 3
8270 1815.24422757 3
8271 1698.11101271 2
8273 1752.16376416 5
8274 1441.67137061 3
8277 210.22670055 1
8278 2643.23815508 3
8280 1791.94852784 5
8281 2559.60937924 2
8283 2214.63742405 1
8284 1445.85261675 1
8285 1313.72428795 1
8286 1375.15151399 1
8287 1293.98813541 3
8290 1261.15025582 1
8291 1191.04361411 3
8294 2343.41751780 5
8295 2206.30634256 5
8297 0.00000000 2
8298 1997.09692854 5
8300 1326.80136289 4
8301 1377.69287151 2
8302 1762.68993665 4
8303 1269.43678105 1
8304 905.41208926 4
8306 777.61688098 2
8308 1205.87344454 4
8309 1909.04836079 5
8310 1202.62486355 2
8313 1204.30522303 5
8314 1213.62360587 2
8318 0.00000000 2
8324 939.83933434 3
8326 556.74119447 2
8502 9505.73460857 1
8503 9507.78587636 1
8505 9505.44885394 1
8506 9505.80177669 1
8507 9508.05006878 1
8514 8806.47803303 1
8515 8806.21477449 1
8516 8804.38457752 1
8524 8141.20746768 1
8526 8138.92932595 1
8527 8139.65732603 1
8528 8139.38043695 1
8535 8223.06054286 4
8536 7506.17297054 1
8540 7508.34201807 1
8546 7317.55441969 1
8549 6907.03265043 1
8550 6907.88286108 1
8551 7348.08825039 5
8554 7410.23975200 3
8555 7260.88364190 5
8558 6611.30308563 1
8559 6610.99731215 1
8561 6987.28419045 3
8562 7096.85717127 4
8565 7062.90408231 4
8568 6440.25566644 2
8570 6548.02103351 4
8572 5841.90000692 1
8579 6240.05842121 2
8581 5934.18684615 5
8582 5932.65104531 3
8583 5926.04235326 3
8585 5702.34866209 1
8586 5902.34891606 3
8588 5412.50123479 5
8591 5593.89074461 3
8594 5337.81837935 3
8595 5331.13874868 3
8596 5128.68019951 3
8597 5096.86162872 4
8598 5125.39761600 3
8600 5004.27611540 3
8601 4930.76540428 3
8602 5153.71686230 4
8604 4658.88543691 4
8605 4629.80185600 3
8606 4707.18968192 3
8608 4114.36658584 5
8610 4281.19343658 4
8611 4256.80490132 3
8613 4442.99854717 3
8614 4435.16402027 3
8615 4177.29516853 1
8618 3787.34763573 4
8619 3969.93528900 3
8625 3774.57106964 3
8627 3148.91518553 5
8629 3200.40858037 3
8630 3532.38684336 1
8631 2569.93400395 3
8632 2461.37102633 3
8633 0.00000000 1
8635 0.00000000 1
8637 3006.23219209 4
8638 3008.57094665 4
8639 2478.08571155 1
8640 2652.87861988 1
8641 3291.25138155 3
8643 0.00000000 1
8645 0.00000000 1
8646 0.00000000 1
8648 0.00000000 1
8649 2004.32115452 1
8650 2098.26743531 1
8651 2483.81277616 3
8652 3042.03542960 3
8655 0.00000000 1
8656 0.00000000 1
8658 0.00000000 1
8660 1838.56030291 5
8661 1698.47415722 1
8662 1858.22677243 2
8666 0.00000000 1
8668 0.00000000 1
8670 0.00000000 1
8671 1472.39363422 1
8672 1585.08397079 2
8673 1708.28603316 4
8674 0.00000000 1
8676 0.00000000 1
8681 0.00000000 1
8683 1183.67086309 1
8684 1399.39417839 3
8685 1546.09324734 4
8686 1592.78138848 1
8688 0.00000000 1
8689 0.00000000 1
8692 0.00000000 1
8693 0.00000000 1
8694 1013.11904181 3
8695 1203.69352673 3
8696 1364.50788496 3
8697 1257.65708098 1
8698 1493.70176632 1
8699 1733.97116905 1
8700 1331.91211353 1
8704 0.00000000 1
8706 830.79075618 5
8707 999.23521979 3
8708 1180.25567632 4
8709 1413.13417853 2
8710 1328.62522660 1
8711 1696.95072125 2
8712 1556.06582526 2
8713 1534.53259561 1
8715 303.67583675 3
8716 537.83082994 3
8720 1349.03678692 3
8721 1340.26310254 3
8722 1530.08804183 3
8723 1800.83767593 3
8724 1539.10531030 1
8725 1229.65068607 1
8726 1486.63943584 3
8728 1680.61864291 3
8729 1625.79081817 1
8730 1276.16652492 1
8731 1615.40476555 2
8733 1148.55864869 4
8736 1639.69535138 3
8738 2166.26155669 2
8739 1072.88393137 3
8740 1600.51239677 3
8741 1688.00867390 3
8743 1368.89272730 4
8744 1097.11675904 1
8745 1993.28088093 5
8746 1805.46760645 1
8747 1879.41361841 1
8749 2130.49125944 2
8750 2219.24409408 3
8751 2217.79100011 3
8752 1399.97564830 5
8754 1936.02319662 3
8755 1952.49975683 3
8759 1917.94620198 4
8761 2023.55764186 3
8765 1936.01836908 3
8767 1787.86000685 3
8768 1518.78111581 3
8769 1789.92199896 5
8770 1801.92291438 5
8772 1163.64808297 3
8773 1989.96665959 5
8774 1312.50498393 2
8777 2065.09333852 3
8778 2411.21239105 3
8779 2402.44201714 3
8780 2104.58077496 2
8781 1524.74136886 5
8782 1358.25128337 1
8783 1571.55825684 3
8784 1566.97142962 4
8785 1521.47253125 5
8786 1075.14806914 1
8788 915.15388908 1
8789 0.00000000 2
8790 2448.33416693 3
8792 1582.49555896 5
8793 2475.82083658 3
8794 2143.41751784 1
8795 2229.92389313 4
8799 1418.76883255 5
8801 1662.68993667 2
8802 1031.70614503 4
8807 1935.81295789 4
8810 2027.99185151 5
8811 1674.75192236 3
8812 1067.30860890 5
8814 1554.78682524 3
8818 392.13165085 2
8819 880.19437843 5
8820 1053.63172349 3
8821 1613.29988971 5
8824 1575.53881185 2
8825 412.91899701 4
8829 565.69895101 5
8830 526.48299151 2
8833 622.01259047 4
9002 9507.67072760 1
9003 9507.27035758 1
9007 9505.44885374 1
9012 9196.36834002 5
9013 8806.97346196 1
9016 8805.19112067 1
9017 8804.38457290 1
9023 8731.79796771 3
9024 8730.99108422 5
9025 8139.63396870 1
9029 8140.72454157 1
9035 7933.20095856 1
9037 8231.13419301 4
9039 7508.51193119 1
9040 7632.52015846 2
9042 7762.28133659 4
9044 7854.96709968 4
9045 7808.41767144 5
9048 7199.26941520 1
9052 7332.05278959 3
9054 7442.82121594 4
9056 7169.11477185 2
9057 6888.55849321 5
9059 6985.92482655 3
9064 6963.83499046 2
9065 6634.66054911 3
9066 6920.22462870 3
9068 6684.43563804 4
9070 6281.76705887 2
9071 6349.58942367 2
9073 6250.13225741 3
9075 6255.16603263 3
9076 6280.16603262 4
9077 6251.76771200 3
9080 5918.24312377 3
9083 5649.00222604 3
9084 5649.00222745 3
9085 5607.51205102 3
9086 5266.58827352 2
9087 5437.50123478 4
9088 5415.05163894 3
9089 5317.09810954 3
9090 5254.84395202 3
9091 5439.42525763 3
9093 4746.46722572 1
9094 4954.28746906 1
9095 4990.29664231 2
9096 5064.74839216 3
9100 4569.28855069 5
9102 4714.00755921 3
9103 4104.96567855 4
9104 4641.77988080 3
9107 4055.30383382 3
9108 4218.68338513 3
9110 4257.01769978 3
9112 0.00000000 1
9113 4007.99535971 3
9114 4007.99535971 3
9115 0.00000000 1
9117 3411.07042138 1
9118 3418.43127397 1
9119 2717.39069074 3
9120 2784.60060616 4
9121 2757.61603815 3
9122 0.00000000 1
9123 0.00000000 1
9126 3187.75146284 4
9127 3150.33929658 3
9128 2851.58597893 3
9129 0.00000000 1
9130 0.00000000 1
9131 0.00000000 1
9132 0.00000000 1
9134 0.00000000 1
9135 0.00000000 1
9137 0.00000000 1
9138 2379.61883512 1
9139 0.00000000 1
9144 0.00000000 1
9149 2007.56617445 1
9150 0.00000000 1
9151 0.00000000 1
9154 0.00000000 1
9156 0.00000000 1
9158 0.00000000 1
9159 0.00000000 1
9162 0.00000000 1
9163 0.00000000 1
9164 0.00000000 1
9165 0.00000000 1
9166 0.00000000 1
9167 0.00000000 1
9169 0.00000000 1
9170 0.00000000 1
9171 0.00000000 1
9172 0.00000000 1
9175 0.00000000 1
9177 0.00000000 1
9178 0.00000000 1
9180 0.00000000 1
9181 0.00000000 1
9182 0.00000000 1
9183 0.00000000 1
9184 0.00000000 1
9186 0.00000000 1
9188 0.00000000 1
9189 0.00000000 1
9190 0.00000000 1
9191 0.00000000 1
9192 0.00000000 1
9193 0.00000000 1
9194 834.16402512 1
9195 813.11904185 1
9197 1348.29397675 2
9199 0.00000000 1
9200 0.00000000 1
9202 0.00000000 1
9203 0.00000000 1
9205 689.91662874 4
9206 666.22531965 4
9207 955.25567636 1
9208 1163.49726326 3
9209 935.14089189 1
9210 1528.62522656 3
9211 1102.79596123 3
9212 0.00000000 1
9213 0.00000000 1
9214 0.00000000 1
9216 581.33716164 5
9217 564.07043200 2
9218 788.79781470 3
9219 988.05152844 3
9222 1409.00574687 2
9223 1078.63203555 1
9224 1092.67523455 1
9225 1075.47435434 1
9226 210.69123538 3
9227 89.13618586 2
9228 283.29375504 2
9232 1199.95042925 3
9233 1325.80749448 3
9234 1507.00653204 3
9235 1311.44479277 4
9237 1227.34051915 3
9239 780.75603542 5
9240 1454.13521243 2
9241 1113.70930627 1
9242 966.47175881 1
9243 1462.64220626 3
9244 1314.05030462 1
9245 1834.26019263 1
9246 1434.97063856 1
9247 1622.05148949 1
9250 1367.75717275 3
9251 1431.47787166 5
9253 1562.11577990 3
9254 1340.59145670 3
9255 1219.03997214 5
9256 1820.15314825 4
9257 1879.94575410 3
9258 1811.17139794 3
9259 1703.98753050 4
9260 1983.74137398 3
9261 2062.86880120 3
9262 2083.53787414 4
9264 1221.74768783 3
9265 1757.25482990 1
9266 1765.00185057 3
9268 1318.78111585 1
9269 1775.65718154 3
9270 1758.20933356 5
9272 2131.61285961 3
9273 2077.20480874 3
9274 2013.34240126 4
9275 1926.86592778 2
9276 1808.77307430 3
9277 1773.14689569 3
9278 2012.89306254 2
9279 1503.20486227 2
9281 1347.96237611 1
9282 1591.07620706 3
9284 1341.97142967 1
9285 1446.47253126 2
9286 1071.93954875 5
9289 0.00000000 2
9293 2240.38353606 1
9294 1991.04389405 3
9295 1845.94697716 1
9296 1310.76219162 3
9297 1292.17582033 5
9298 898.31676794 1
9299 1218.76883259 1
9300 1144.12795766 1
9302 765.14440405 1
9303 887.34587180 3
9306 2092.53071857 4
9307 1914.19111661 3
9309 896.67160664 1
9312 1018.73448814 3
9313 1333.73180129 5
9314 1428.70951111 3
9316 970.58134755 2
9318 295.51562167 1
9320 1589.55365931 3
9321 901.97777761 3
9322 800.04087688 2
9325 1275.02723210 5
